name,stationcode,ebike,mechanical,x,y,duedate,numbikesavailable,numdocksavailable,capacity,is_renting,is_installed,nom_arrondissement_communes,is_returning,record_timestamp
Benjamin Delessert - Jean Lolive,35007,0,1,2.417981922626496,48.89392043619345,2023-05-26T15:39:01+00:00,1,17,21,OUI,OUI,Pantin,OUI,2023-05-26T16:22:00.535Z
Place Mongolfier,44101,4,28,2.4592879414558415,48.815160030060376,2023-05-26T15:40:25+00:00,32,7,39,OUI,OUI,Saint-Maurice,OUI,2023-05-26T16:22:00.535Z
Place Lafayette,21306,15,30,2.2638675570488,48.829654975522,2023-05-26T15:45:44+00:00,45,15,62,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-26T16:22:00.535Z
Lucien Lanternier - Le Luth,22303,2,20,2.2889783978462224,48.93159430558871,2023-05-26T15:45:58+00:00,22,3,27,OUI,OUI,Gennevilliers,OUI,2023-05-26T16:22:00.535Z
Mairie de quartier du Plateau - Mont-Valérien,92001,3,0,2.2072437,48.8799933,2023-05-26T15:42:03+00:00,3,17,20,OUI,OUI,Nanterre,OUI,2023-05-26T16:22:00.535Z
La Jarry - Place Diderot,43010,2,3,2.452013790607453,48.849726940367326,2023-05-26T15:46:12+00:00,5,20,25,OUI,OUI,Vincennes,OUI,2023-05-26T16:22:00.535Z
Pergolèse - Malakoff,16002,1,1,2.2842781618237495,48.87521088779225,2023-05-26T15:45:21+00:00,2,36,38,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Vaugirard - Pasteur,15004,9,9,2.3154367133975033,48.84040868803496,2023-05-26T15:42:48+00:00,18,3,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Blaise-Desgoffe - Vaugirard,6027,5,10,2.3242672160268,48.846128877747,2023-05-26T15:43:38+00:00,15,16,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Goutte d'or - Barbès,18007,1,3,2.3496962338686,48.885124323627,2023-05-26T15:43:48+00:00,4,16,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place du 14 Juillet,22408,1,0,2.30119988322258,48.8192669595252,2023-05-26T15:46:10+00:00,1,21,22,OUI,OUI,Malakoff,OUI,2023-05-26T16:22:00.535Z
Mairie de Clamart,21401,4,0,2.262151,48.800612,2023-05-26T15:44:41+00:00,4,26,33,OUI,OUI,Clamart,OUI,2023-05-26T16:22:00.535Z
Bessières - Porte de Clichy,17108,1,3,2.31790903955698,48.89611762451474,2023-05-26T15:46:12+00:00,4,29,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Taitbout - La Fayette,9024,8,11,2.3352625966072087,48.87332988919973,2023-05-26T15:46:11+00:00,19,32,53,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Halles - Bourdonnais,1021,3,15,2.3460162431002,48.860448992575,2023-05-26T15:44:33+00:00,18,2,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Quai du Président Roosevelt - Pont Aval,15311,1,12,2.2656820714473724,48.8343883676388,2023-05-26T15:44:41+00:00,13,17,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Maréchal Joffre - Verdun,41205,3,1,2.470307,48.85385,2023-05-26T15:42:57+00:00,4,15,20,OUI,OUI,Fontenay-sous-Bois,OUI,2023-05-26T16:22:00.535Z
Place Saint-Just,44005,1,4,2.3895226791501045,48.790379518724265,2023-05-26T15:46:13+00:00,5,14,22,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Placette Grégoire Collas,51002,1,11,2.2487476095557213,48.94342014002797,2023-05-26T15:46:14+00:00,12,9,24,OUI,OUI,Argenteuil,OUI,2023-05-26T16:22:00.535Z
Suffren - Champ de Mars,15071,3,16,2.2952168,48.8547194,2023-05-26T15:45:25+00:00,19,3,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Ginette Hamelin,12026,16,29,2.382064,48.837853,2023-05-26T15:44:50+00:00,45,5,51,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Saint-Germain - Ciseaux,6012,1,1,2.3344654618827,48.853305277595,2023-05-26T15:43:29+00:00,2,15,18,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Clichy - Douai,18044,2,2,2.3287287354469304,48.88411831886975,2023-05-26T15:44:19+00:00,4,28,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Londres - Place d'Estienne d'Orves,9102,3,1,2.3305362090468407,48.876693805756986,2023-05-26T15:46:12+00:00,4,18,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Chemin de Bretagne,21314,6,12,2.25936,48.825147,2023-05-26T15:45:53+00:00,18,10,29,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-26T16:22:00.535Z
Pont de Suresnes,21501,0,0,2.2258946679617,48.867415092322,2018-12-21T14:18:50+00:00,0,24,24,NON,OUI,Suresnes,NON,2023-05-26T16:22:00.535Z
Place Monge,5024,3,0,2.3524079471827,48.842761803051,2023-05-26T15:46:10+00:00,3,18,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Picpus - Louis Braille,12038,10,7,2.4005256685521,48.839988788912,2023-05-26T15:44:01+00:00,17,26,44,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Crozatier - Faubourg Saint-Antoine,12005,10,21,2.378901366211,48.850440013405,2023-05-26T15:46:11+00:00,31,9,42,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Glacière - Soeur Catherine Marie,13516,3,3,2.343570403754711,48.829522989420596,2023-05-26T15:45:38+00:00,6,32,40,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Rottembourg - Général Michel Bizot,12155,6,10,2.4044052511453633,48.83787825992554,2023-05-26T15:46:11+00:00,16,20,43,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Geoffroy - Marie,9011,2,1,2.344513876337893,48.873781940593325,2023-05-26T15:45:39+00:00,3,16,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Joffre - Frédéric le Play,7109,0,3,2.3044242337346,48.853754486938,2023-05-26T15:45:01+00:00,3,33,38,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place de Rungis,13025,6,4,2.347382729482953,48.82245594764965,2023-05-26T15:46:14+00:00,10,21,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Godot de Mauroy - Madeleine,9034,1,5,2.326347,48.869789,2023-05-26T15:46:07+00:00,6,15,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Marché Saint-Quentin,10021,2,0,2.3545114456374,48.877356057652,2023-05-26T15:45:33+00:00,2,12,15,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Buffon - Jardin des Plantes,5115,7,16,2.3618587106466293,48.842668466104875,2023-05-26T15:46:16+00:00,23,4,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lebrun - Colonel Fabien,44011,0,0,2.381317801773548,48.78266870733145,2023-05-26T15:43:29+00:00,0,27,27,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Square Etienne Jarousse,21707,2,0,2.2925933450460434,48.82485182597129,2023-05-26T15:45:10+00:00,2,23,25,OUI,OUI,Vanves,OUI,2023-05-26T16:22:00.535Z
Cloître Saint-Merri - Renard,4019,5,10,2.351827919483185,48.85883544889818,2023-05-26T15:44:37+00:00,15,15,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bourg l'Abbé - Saint-Martin,3102,1,19,2.352406270802021,48.86393331949257,2023-05-26T15:45:44+00:00,20,22,42,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bagnolet - Orteaux,20015,3,2,2.3984125256538396,48.85708641027236,2023-05-26T15:45:23+00:00,5,30,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare d'Argenteuil,51001,3,8,2.256898172199726,48.947022436806705,2023-05-26T15:44:58+00:00,11,27,40,OUI,OUI,Argenteuil,OUI,2023-05-26T16:22:00.535Z
Mairie du 8ème,8027,1,1,2.318264,48.877932,2023-05-26T15:45:30+00:00,2,10,14,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Abbé Groult - Convention,15039,0,1,2.302064039509349,48.83596927866069,2023-05-26T15:44:48+00:00,1,11,12,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bibliothèque Nationale - Richelieu,2112,0,2,2.3380893096328,48.868288993515,2023-05-26T15:46:01+00:00,2,15,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cherche-Midi - Hôpital Necker,15006,4,13,2.317914068698883,48.84461063309956,2023-05-26T15:44:50+00:00,17,12,38,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Richard Lenoir - Voltaire,11011,4,6,2.3727491497993,48.86164273878,2023-05-26T15:46:12+00:00,10,13,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare RER - Malleret-Joinville,41403,4,10,2.42531,48.802936,2023-05-26T15:38:32+00:00,14,2,20,OUI,OUI,Alfortville,OUI,2023-05-26T16:22:00.535Z
Jean Monnet - Iles,21303,5,7,2.2497073194874866,48.823393984057304,2023-05-26T15:43:21+00:00,12,18,32,OUI,OUI,Issy-les-Moulineaux,OUI,2023-05-26T16:22:00.535Z
Condorcet - Turgot,9007,1,1,2.345232367515564,48.87985155789093,2023-05-26T15:45:02+00:00,2,15,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Choisy - Tolbiac,13035,0,1,2.3602393269539,48.82591155587,2023-05-26T15:46:15+00:00,1,15,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Croix Nivert - Square Saint-Lambert,15036,1,43,2.295200452208519,48.8430515215905,2023-05-26T15:44:07+00:00,44,1,47,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Benoît Frachon - République,20105,5,0,2.415605485439301,48.85230729014318,2023-05-26T15:46:12+00:00,5,25,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie du 14ème,14032,9,0,2.3254923149943,48.83254578123,2023-05-26T15:44:52+00:00,9,21,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Marne - Charles de Gaulle,41401,7,3,2.4121668934822087,48.815071719544434,2023-05-26T15:45:47+00:00,10,17,27,OUI,OUI,Alfortville,OUI,2023-05-26T16:22:00.535Z
Davout - Volga,20044,2,1,2.410522909779111,48.852919679957296,2023-05-26T15:40:03+00:00,3,25,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte de la Muette,16019,3,0,2.2687188170157406,48.86302317841182,2023-05-26T15:46:07+00:00,3,32,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Paradis - Hauteville,10019,1,1,2.3522757401923404,48.874999954666755,2023-05-26T15:45:33+00:00,2,27,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bréguet - Sabin,11033,7,22,2.3706749462105,48.856931678257,2023-05-26T15:46:02+00:00,29,2,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Raymond Poincaré - Place Victor Hugo,16005,0,1,2.285074541420228,48.870306124369975,2023-05-26T15:43:16+00:00,1,22,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Paul Bodin - Clichy,17009,6,2,2.317142598330975,48.89239614618928,2023-05-26T15:45:38+00:00,8,24,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Ecoles - Carmes,5007,9,15,2.3473486304283147,48.848904447989405,2023-05-26T15:46:15+00:00,24,10,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte de Bagnolet,20022,1,0,2.408344637349607,48.864707139122984,2023-05-26T15:45:35+00:00,1,31,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Reuilly - Place Felix Eboue,12036,4,0,2.394630398715453,48.84030274499962,2023-05-26T15:45:42+00:00,4,38,42,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Plantes - Moulin Vert,14026,2,1,2.3232302069664006,48.83005755305626,2023-05-26T15:46:14+00:00,3,40,45,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Flandrin - Longchamp,16012,3,2,2.274354539176829,48.86877849178477,2023-05-26T15:45:53+00:00,5,37,42,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Porte Molitor,16036,0,17,2.2569015249609947,48.84524763511433,2023-05-26T15:46:14+00:00,17,40,60,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place de la Madeleine - Royale,8117,1,3,2.324421107769,48.869228052648,2023-05-26T15:46:15+00:00,4,20,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Maxime Gorki - Louis Aragon,48004,1,0,2.368387877941132,48.78909814728443,2023-05-26T15:45:28+00:00,1,18,20,OUI,OUI,Villejuif,OUI,2023-05-26T16:22:00.535Z
Poissonniers - Championnet,18139,3,3,2.3530178144574165,48.89543299733937,2023-05-26T15:45:30+00:00,6,12,28,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Murat - Porte de Saint-Cloud,16042,6,16,2.2577651962637906,48.83750862621299,2023-05-26T15:45:55+00:00,22,14,38,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cambon - Rivoli,1020,5,23,2.3251800647137,48.866143390992,2023-05-26T15:46:05+00:00,28,9,40,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Grande Truanderie - Saint-Denis,1006,4,18,2.3498075,48.8626302,2023-05-26T15:45:48+00:00,22,6,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square Claude Bernard,19110,1,4,2.375325746834278,48.89876016219984,2023-05-26T15:44:52+00:00,5,25,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jules Vallès - Charonne,11112,1,1,2.384767457842827,48.85428437993525,2023-05-26T15:45:06+00:00,2,18,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Henri Ravera - Gabriel Péri,22201,6,0,2.302115857601166,48.79722273833844,2023-05-26T15:38:42+00:00,6,23,30,OUI,OUI,Bagneux,OUI,2023-05-26T16:22:00.535Z
Gare Montparnasse - Arrivée,15001,16,23,2.3225811123848,48.843827994315,2023-05-26T15:46:14+00:00,39,2,43,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Chevreuse - Montparnasse,6010,1,3,2.3315522167367,48.841739161231,2023-05-26T15:45:50+00:00,4,9,15,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cadix - Hameau,15128,3,10,2.289516180753708,48.8340107632249,2023-05-26T15:44:54+00:00,13,23,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Reuilly - Daumesnil,12037,6,4,2.3972516,48.8395385,2023-05-26T15:45:29+00:00,10,24,36,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Molitor - Michel-Ange,16037,18,30,2.26211277356597,48.845182081538034,2023-05-26T15:45:19+00:00,48,3,52,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Charentonneau - Maisons Alfort,47003,8,6,2.443288456496946,48.809932980484355,2023-05-26T15:44:03+00:00,14,6,20,OUI,OUI,Maisons-Alfort,OUI,2023-05-26T16:22:00.535Z
Place des Abbesses,18004,1,1,2.3386867716908455,48.884542726149725,2023-05-26T15:46:07+00:00,2,10,12,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Sorbier - Ménilmontant,20034,10,2,2.3897721245884895,48.86854239566069,2023-05-26T15:46:06+00:00,12,12,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cité Vaneau,7012,4,8,2.319614924490452,48.8542210666207,2023-05-26T15:45:37+00:00,12,11,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Leibniz - Jean Dollfus,18034,0,0,2.333390423834684,48.896328348515986,2023-05-26T15:06:02+00:00,0,30,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Herschel - Observatoire,6104,5,0,2.3376645147800446,48.84342376221923,2023-05-26T15:42:42+00:00,5,32,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Louis Lumière.,20104,2,0,2.41112578185621,48.86216198070008,2023-05-26T15:43:05+00:00,2,20,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare Saint-Lazare - Stockholm,8110,2,1,2.322417162358761,48.877127316667654,2023-05-26T15:45:16+00:00,3,27,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Beaubourg - Michel-le-Comte,3010,1,8,2.3543103039265,48.862534941806,2023-05-26T15:43:28+00:00,9,7,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Niger - Soult,12156,2,2,2.410361237220498,48.84369906369085,2023-05-26T15:45:48+00:00,4,20,24,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Quai de Béthune - Pont de la Tournelle,4108,1,1,2.356307208538055,48.85097433194032,2023-05-26T15:43:47+00:00,2,22,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Turbigo - Française,1007,5,7,2.3477794602513313,48.86358858111446,2023-05-26T15:43:02+00:00,12,3,16,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Centquatre,19002,2,6,2.3707854375243187,48.88933353845543,2023-05-26T15:44:03+00:00,8,33,42,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square Montholon,9009,0,1,2.3457641154527664,48.876620377545024,2023-05-26T15:45:35+00:00,1,17,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Petit - Georges Thill,19201,3,0,2.3895753175020222,48.88603131999171,2023-05-26T15:46:06+00:00,3,19,23,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Chausson - Gabriel Péri,22301,0,11,2.2952306270599365,48.921891003481115,2023-05-26T15:45:46+00:00,11,9,22,OUI,OUI,Gennevilliers,OUI,2023-05-26T16:22:00.535Z
Bargue -  Dutot,15132,1,1,2.308876,48.837884,2023-05-26T15:45:40+00:00,2,19,21,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Traktir - Foch,16103,0,1,2.2915497802487,48.872755334614,2023-05-26T15:46:09+00:00,1,19,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Beaumarchais - Saint-Gilles,3001,4,38,2.3679352,48.8580378,2023-05-26T15:43:02+00:00,42,8,51,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Saint-Denis - Université,32013,1,4,2.3638297989964485,48.94563430946964,2023-05-26T15:39:57+00:00,5,19,24,OUI,OUI,Saint-Denis,OUI,2023-05-26T16:22:00.535Z
Bourse du Travail,10011,2,9,2.3623438552022,48.868976638826,2023-05-26T15:45:59+00:00,11,4,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gare de Bellevue,21953,1,0,2.2295309230685234,48.8192404685572,2023-05-26T15:43:14+00:00,1,18,20,OUI,OUI,Meudon,OUI,2023-05-26T16:22:00.535Z
Louis le Grand - Italiens,2015,4,8,2.3340544619393,48.870508937204,2023-05-26T15:45:56+00:00,12,20,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Charenton - Jardiniers,12112,3,3,2.394692664106047,48.833821772922654,2023-05-26T15:45:44+00:00,6,22,31,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Sarrette - Général Leclerc,14019,2,0,2.3264128693982,48.825030852925,2023-05-26T15:46:16+00:00,2,20,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie du 10ème,10009,2,2,2.3575825989246,48.872089449907,2023-05-26T15:39:11+00:00,4,12,19,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Faubourg Du Temple - Republique,11037,3,7,2.3648982158072,48.867872484749,2023-05-26T15:45:46+00:00,10,25,38,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Petites Ecuries - Faubourg Saint-Denis,10006,2,2,2.3542150855064397,48.87287120589831,2023-05-26T15:46:05+00:00,4,23,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Charles de Gaulle - Plateau de Vanves,22401,0,1,2.298571803412886,48.82233088973263,2023-05-26T15:46:13+00:00,1,32,33,OUI,OUI,Malakoff,OUI,2023-05-26T16:22:00.535Z
Solitaires - Place des Fêtes,19129,0,0,2.391769,48.876601,2023-05-26T15:45:45+00:00,0,29,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Maurice Payret-Dortail,21506,3,0,2.2233625128865246,48.87811957063342,2023-05-26T15:45:10+00:00,3,19,22,OUI,OUI,Suresnes,OUI,2023-05-26T16:22:00.535Z
Française - Etienne Marcel,1102,5,14,2.347587011754513,48.864053304653766,2023-05-26T15:43:58+00:00,19,16,37,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Saint-Michel - Luxembourg,5122,1,1,2.3394941166043,48.84501507626,2023-05-26T15:46:14+00:00,2,26,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Parc Roger Salengro,21110,5,21,2.31055945158,48.905303858642,2023-05-26T15:45:30+00:00,26,7,35,OUI,OUI,Clichy,OUI,2023-05-26T16:22:00.535Z
Nationale - Vincent Auriol,13017,3,2,2.362354410392119,48.83252708397293,2023-05-26T15:43:46+00:00,5,26,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Olivier de Serres - Leriche,15111,2,0,2.2957482933998112,48.83460221715206,2023-05-26T15:45:02+00:00,2,23,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Sainte-Elisabeth - Turbigo,3005,3,3,2.359649240970612,48.86610337431042,2023-05-26T15:44:01+00:00,6,18,33,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Cours de Vincennes - Soult,12020,2,2,2.4105220288038,48.846918761569,2023-05-26T15:46:15+00:00,4,39,45,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Bézout - Général Leclerc,14132,12,2,2.3285973072052,48.82884804502439,2023-05-26T15:45:20+00:00,14,13,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square Emile - Chautemps,3012,1,5,2.3536357283592,48.867433724231,2023-05-26T15:43:04+00:00,6,15,25,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Lagny - Auguste Blanqui,31001,0,1,2.4218603968620305,48.84922568052601,2023-05-26T15:45:48+00:00,1,26,27,OUI,OUI,Montreuil,OUI,2023-05-26T16:22:00.535Z
Gardenat-Lapostol - Velettes,21507,0,0,2.224185,48.87387,2023-05-26T15:45:41+00:00,0,20,20,OUI,OUI,Suresnes,OUI,2023-05-26T16:22:00.535Z
Adolphe Pinard - Victor Hugo,14023,1,0,2.3077843710780144,48.8236825874564,2023-05-26T15:46:01+00:00,1,49,52,OUI,OUI,Malakoff,OUI,2023-05-26T16:22:00.535Z
Fille du Calvaire - Turenne,3003,1,8,2.3649600148200993,48.86210505412563,2023-05-26T15:45:46+00:00,9,19,29,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Château - République,22504,1,0,2.253629,48.905928,2023-05-26T15:39:29+00:00,1,18,20,OUI,OUI,La Garenne-Colombes,OUI,2023-05-26T16:22:00.535Z
Cesaria Evora - Rosa Parks,19111,2,2,2.3745173960924144,48.89717672825043,2023-05-26T15:45:29+00:00,4,31,40,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Poulet - Barbès,18136,0,0,2.349064,48.887148,2019-03-20T14:46:36+00:00,0,0,0,NON,OUI,Paris,NON,2023-05-26T16:22:00.535Z
Eugène Varlin - Place de la Paix,48005,4,0,2.363093,48.792862,2023-05-26T15:46:16+00:00,4,19,23,OUI,OUI,Villejuif,OUI,2023-05-26T16:22:00.535Z
Froidevaux - Boulard,14133,2,0,2.3294411972165,48.835147319625,2023-05-26T15:45:25+00:00,2,33,35,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place de l'Hôtel de Ville,4017,1,6,2.351458,48.8573314,2023-05-26T15:43:57+00:00,7,5,14,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Quai Jules Guesde - Saint-Simon,44001,4,17,2.408966162027371,48.80391487218989,2023-05-26T15:39:54+00:00,21,5,30,OUI,OUI,Vitry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Bas - Gabriel Péri,26006,6,6,2.2948095202445984,48.91585580539625,2023-05-26T15:44:52+00:00,12,17,30,OUI,OUI,Asnières-sur-Seine,OUI,2023-05-26T16:22:00.535Z
Séminaire de Conflans - Liberté,42211,4,1,2.404179,48.823194,2023-05-26T15:46:12+00:00,5,21,26,OUI,OUI,Charenton-le-Pont,OUI,2023-05-26T16:22:00.535Z
Porte de Saint Cloud - Parc des Princes,16044,7,15,2.2525164484977727,48.83866275706582,2023-05-26T15:45:58+00:00,22,8,32,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Mairie du 4ème,4015,16,21,2.3563823103904724,48.85594991049653,2023-05-26T15:46:01+00:00,37,5,44,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Saint-Gilles - Turenne,3002,5,2,2.3647149920992,48.858158956779,2023-05-26T15:46:12+00:00,7,9,18,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Gardenat Lapostol - Franklin Roosevelt,21509,2,3,2.222505,48.871839,2023-05-26T15:38:59+00:00,5,19,24,OUI,OUI,Suresnes,OUI,2023-05-26T16:22:00.535Z
Jean-Jacques Rousseau - Deux Ecus,1012,2,9,2.3414635285735126,48.86297805972131,2023-05-26T15:43:35+00:00,11,9,22,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Square Pierre Lazareff,2004,2,6,2.348393350839615,48.867141720745806,2023-05-26T15:46:10+00:00,8,9,17,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place Paul Delouvrier,19130,2,2,2.3851288855075836,48.89197621431365,2023-05-26T15:45:16+00:00,4,22,26,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Place du Lieutenant Henri Karcher,1026,4,7,2.3400671035051346,48.863490871724466,2023-05-26T15:46:08+00:00,11,17,30,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Stade Pershing,12164,0,0,2.4583535268903,48.829107826857,2023-02-10T13:22:59+00:00,0,26,26,NON,OUI,Paris,NON,2023-05-26T16:22:00.535Z
Saint-Honoré - 29 juillet,1017,6,7,2.330567417577153,48.86557114282421,2023-05-26T15:45:40+00:00,13,6,20,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Jouffroy d'Abbans - Villiers,17021,0,0,2.3056533560156827,48.88421554703737,2023-05-26T15:43:04+00:00,0,32,34,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Saint-Placide - Cherche Midi,6026,4,16,2.325317971408367,48.8490535919234,2023-05-26T15:46:14+00:00,20,41,66,OUI,OUI,Paris,OUI,2023-05-26T16:22:00.535Z
Marx Dormoy - Château Sainte-Barbe,22601,4,0,2.297856844961643,48.791782341055324,2023-05-26T15:42:04+00:00,4,16,22,OUI,OUI,Fontenay-aux-Roses,OUI,2023-05-26T16:22:00.535Z
Amédée Huon - Fort d'Ivry,42018,6,0,2.388489693403244,48.805131376899986,2023-05-26T15:44:12+00:00,6,25,31,OUI,OUI,Ivry-sur-Seine,OUI,2023-05-26T16:22:00.535Z
